<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>
USDRUB,D,25/01/23,030000,69.2256
USDRUB,D,26/01/23,030000,69.4972
USDRUB,D,27/01/23,030000,69.7542
USDRUB,D,29/01/23,030000,68.732
USDRUB,D,30/01/23,030000,69.88
USDRUB,D,31/01/23,030000,70.5835
USDRUB,D,01/02/23,030000,69.9033
USDRUB,D,02/02/23,030000,70.078
USDRUB,D,03/02/23,030000,70.6555
USDRUB,D,05/02/23,030000,70.575
USDRUB,D,06/02/23,030000,71.4945
USDRUB,D,07/02/23,030000,72.1489
USDRUB,D,08/02/23,030000,72.0444
USDRUB,D,09/02/23,030000,72.8704
USDRUB,D,10/02/23,030000,73.086
USDRUB,D,13/02/23,030000,73.175
USDRUB,D,14/02/23,030000,73.5995
USDRUB,D,15/02/23,030000,73.9936
USDRUB,D,16/02/23,030000,74.7113
USDRUB,D,17/02/23,030000,73.6381
USDRUB,D,19/02/23,030000,72.3
USDRUB,D,20/02/23,030000,72.9919
USDRUB,D,21/02/23,030000,74.6484
USDRUB,D,22/02/23,030000,74.8974
USDRUB,D,23/02/23,030000,75.4024
USDRUB,D,24/02/23,030000,76.0077
USDRUB,D,26/02/23,030000,75.98
USDRUB,D,27/02/23,030000,74.6446
USDRUB,D,28/02/23,030000,75.0442
USDRUB,D,01/03/23,030000,75.2646
USDRUB,D,02/03/23,030000,75.5325
USDRUB,D,03/03/23,030000,75.6906
USDRUB,D,05/03/23,030000,75.675
USDRUB,D,06/03/23,030000,75.5704
USDRUB,D,07/03/23,030000,75.5975
USDRUB,D,08/03/23,030000,76.0512
USDRUB,D,09/03/23,030000,75.8478
USDRUB,D,10/03/23,030000,76.175
USDRUB,D,12/03/23,030000,75.18
USDRUB,D,13/03/23,030000,75.5467
USDRUB,D,14/03/23,030000,75.7397
USDRUB,D,15/03/23,030000,76.0985
USDRUB,D,16/03/23,030000,76.499
USDRUB,D,17/03/23,030000,76.9438
USDRUB,D,19/03/23,030000,75.94
USDRUB,D,20/03/23,030000,77.4881
USDRUB,D,21/03/23,030000,77.2482
USDRUB,D,22/03/23,030000,76.9254
USDRUB,D,23/03/23,030000,75.9967
USDRUB,D,24/03/23,030000,77.2707
USDRUB,D,26/03/23,030000,76.26
USDRUB,D,27/03/23,030000,76.85
USDRUB,D,28/03/23,030000,76.5715
USDRUB,D,29/03/23,030000,77.323
USDRUB,D,30/03/23,030000,77.2731
USDRUB,D,31/03/23,030000,77.976
USDRUB,D,02/04/23,030000,76.98
USDRUB,D,03/04/23,030000,78.6548
USDRUB,D,04/04/23,030000,79.2984
USDRUB,D,05/04/23,030000,80.1949
USDRUB,D,06/04/23,030000,81.175
USDRUB,D,07/04/23,030000,80.53
USDRUB,D,09/04/23,030000,80.53
USDRUB,D,10/04/23,030000,81.63
USDRUB,D,11/04/23,030000,81.0874
USDRUB,D,12/04/23,030000,82.0464
USDRUB,D,13/04/23,030000,81.6961
USDRUB,D,14/04/23,030000,82.2773
USDRUB,D,16/04/23,030000,82.251
USDRUB,D,17/04/23,030000,82.0464
USDRUB,D,18/04/23,030000,81.7992
USDRUB,D,19/04/23,030000,81.6964
USDRUB,D,20/04/23,030000,81.7946
USDRUB,D,21/04/23,030000,81.876
USDRUB,D,23/04/23,030000,81.876
USDRUB,D,24/04/23,030000,81.4771
USDRUB,D,25/04/23,030000,81.6914
USDRUB,D,26/04/23,030000,81.7957
USDRUB,D,27/04/23,030000,81.8452
USDRUB,D,28/04/23,030000,79.43
USDRUB,D,30/04/23,030000,79.951
USDRUB,D,01/05/23,030000,79.68
USDRUB,D,02/05/23,030000,80.1068
USDRUB,D,03/05/23,030000,79.4982
USDRUB,D,04/05/23,030000,78.6448
USDRUB,D,05/05/23,030000,77.785
USDRUB,D,07/05/23,030000,76.79
USDRUB,D,08/05/23,030000,77.7224
USDRUB,D,09/05/23,030000,77.9931
USDRUB,D,10/05/23,030000,76.1112
USDRUB,D,11/05/23,030000,76.994
USDRUB,D,12/05/23,030000,77.6739
USDRUB,D,14/05/23,030000,76.66
USDRUB,D,15/05/23,030000,79.748
USDRUB,D,16/05/23,030000,80.4807
USDRUB,D,17/05/23,030000,79.7477
USDRUB,D,18/05/23,030000,80.3976
USDRUB,D,19/05/23,030000,80.0947
USDRUB,D,21/05/23,030000,80.525
USDRUB,D,22/05/23,030000,80.4968
USDRUB,D,23/05/23,030000,80.1563
USDRUB,D,24/05/23,030000,80.0961
USDRUB,D,25/05/23,030000,80.001
USDRUB,D,26/05/23,030000,78.9945
USDRUB,D,28/05/23,030000,77.98
USDRUB,D,29/05/23,030000,80.2457
USDRUB,D,30/05/23,030000,75.1764
USDRUB,D,31/05/23,030000,81.5487
USDRUB,D,01/06/23,030000,80.9981
USDRUB,D,02/06/23,030000,80.7903
USDRUB,D,04/06/23,030000,80.775
USDRUB,D,05/06/23,030000,80.5934
USDRUB,D,06/06/23,030000,81.3424
USDRUB,D,07/06/23,030000,81.544
USDRUB,D,08/06/23,030000,82.0133
USDRUB,D,09/06/23,030000,82.7213
USDRUB,D,11/06/23,030000,81.705
USDRUB,D,12/06/23,030000,83.8699
USDRUB,D,13/06/23,030000,83.9463
USDRUB,D,14/06/23,030000,83.9935
USDRUB,D,15/06/23,030000,83.4741
USDRUB,D,16/06/23,030000,83.8729
USDRUB,D,18/06/23,030000,82.855
USDRUB,D,19/06/23,030000,83.8446
USDRUB,D,20/06/23,030000,83.8434
USDRUB,D,21/06/23,030000,83.6429
USDRUB,D,22/06/23,030000,80.9878
USDRUB,D,23/06/23,030000,83.6402
USDRUB,D,25/06/23,030000,82.63
USDRUB,D,26/06/23,030000,84.4086
USDRUB,D,27/06/23,030000,85.3731
USDRUB,D,28/06/23,030000,86.0051
USDRUB,D,29/06/23,030000,86.8506
USDRUB,D,30/06/23,030000,88.8
USDRUB,D,02/07/23,030000,88.8
USDRUB,D,03/07/23,030000,89.4958
USDRUB,D,04/07/23,030000,90.9932
USDRUB,D,05/07/23,030000,91.2449
USDRUB,D,06/07/23,030000,91.2528
USDRUB,D,07/07/23,030000,91.235
USDRUB,D,09/07/23,030000,90.24
USDRUB,D,10/07/23,030000,91.0966
USDRUB,D,11/07/23,030000,90.4903
USDRUB,D,12/07/23,030000,90.4984
USDRUB,D,13/07/23,030000,90.1198
USDRUB,D,14/07/23,030000,90.226
USDRUB,D,16/07/23,030000,90.226
USDRUB,D,17/07/23,030000,90.5998
USDRUB,D,18/07/23,030000,90.9925
USDRUB,D,19/07/23,030000,91.9445
USDRUB,D,20/07/23,030000,90.1012
USDRUB,D,21/07/23,030000,90.976
USDRUB,D,23/07/23,030000,90.976
USDRUB,D,24/07/23,030000,90.444
USDRUB,D,25/07/23,030000,90.1944
USDRUB,D,26/07/23,030000,89.9979
USDRUB,D,27/07/23,030000,90.6989
USDRUB,D,28/07/23,030000,92.0567
USDRUB,D,30/07/23,030000,92.035
USDRUB,D,31/07/23,030000,91.6459
USDRUB,D,01/08/23,030000,92.397
USDRUB,D,02/08/23,030000,94.0387
USDRUB,D,03/08/23,030000,94.4765
USDRUB,D,04/08/23,030000,95.862
USDRUB,D,06/08/23,030000,95.851
USDRUB,D,07/08/23,030000,95.3826
USDRUB,D,08/08/23,030000,97.2054
USDRUB,D,09/08/23,030000,96.8701
USDRUB,D,10/08/23,030000,97.0244
USDRUB,D,11/08/23,030000,98.527
USDRUB,D,13/08/23,030000,98.527
USDRUB,D,14/08/23,030000,95.98
USDRUB,D,15/08/23,030000,97.98
USDRUB,D,16/08/23,030000,96.33
USDRUB,D,17/08/23,030000,93.895
USDRUB,D,18/08/23,030000,92.98
USDRUB,D,20/08/23,030000,92.98
USDRUB,D,21/08/23,030000,93.4375
USDRUB,D,22/08/23,030000,93.23
USDRUB,D,23/08/23,030000,92.98
USDRUB,D,24/08/23,030000,94.726
USDRUB,D,25/08/23,030000,93.98
USDRUB,D,27/08/23,030000,94.976
USDRUB,D,28/08/23,030000,92.98
USDRUB,D,29/08/23,030000,95.4236
USDRUB,D,30/08/23,030000,96.126
USDRUB,D,31/08/23,030000,95.869
USDRUB,D,01/09/23,030000,96.4187
USDRUB,D,03/09/23,030000,95.385
USDRUB,D,04/09/23,030000,96.851
USDRUB,D,05/09/23,030000,96.74
USDRUB,D,06/09/23,030000,98.3957
USDRUB,D,07/09/23,030000,98.4928
USDRUB,D,08/09/23,030000,96.75
USDRUB,D,10/09/23,030000,97.902
USDRUB,D,11/09/23,030000,94.33
USDRUB,D,12/09/23,030000,95.9489
USDRUB,D,13/09/23,030000,95.213
USDRUB,D,14/09/23,030000,96.2692
USDRUB,D,15/09/23,030000,95.78
USDRUB,D,17/09/23,030000,96.726
USDRUB,D,18/09/23,030000,95.9449
USDRUB,D,19/09/23,030000,97.4954
USDRUB,D,20/09/23,030000,96.0181
USDRUB,D,21/09/23,030000,95.08
USDRUB,D,22/09/23,030000,95.28
USDRUB,D,24/09/23,030000,94.63
USDRUB,D,25/09/23,030000,95.8432
USDRUB,D,26/09/23,030000,96.576
USDRUB,D,27/09/23,030000,97.0718
USDRUB,D,28/09/23,030000,96.6536
USDRUB,D,29/09/23,030000,96.4802
USDRUB,D,01/10/23,030000,96.476
USDRUB,D,02/10/23,030000,99.2399
USDRUB,D,03/10/23,030000,100.0985
USDRUB,D,04/10/23,030000,100.332
USDRUB,D,05/10/23,030000,100.132
USDRUB,D,06/10/23,030000,100.992
USDRUB,D,08/10/23,030000,99.98
USDRUB,D,09/10/23,030000,98.25
USDRUB,D,10/10/23,030000,95.5468
USDRUB,D,11/10/23,030000,99.48
USDRUB,D,12/10/23,030000,97.7232
USDRUB,D,13/10/23,030000,97.7051
USDRUB,D,15/10/23,030000,97.525
USDRUB,D,16/10/23,030000,97.3483
USDRUB,D,17/10/23,030000,98.001
USDRUB,D,18/10/23,030000,97.451
USDRUB,D,19/10/23,030000,96.8436
USDRUB,D,20/10/23,030000,95.4391
USDRUB,D,22/10/23,030000,95.675
USDRUB,D,23/10/23,030000,94.4922
USDRUB,D,24/10/23,030000,93.451
USDRUB,D,25/10/23,030000,93.351
USDRUB,D,26/10/23,030000,93.626
USDRUB,D,27/10/23,030000,94.175
USDRUB,D,29/10/23,030000,94.425
USDRUB,D,30/10/23,030000,92.525
USDRUB,D,31/10/23,030000,93.3179
USDRUB,D,01/11/23,030000,92.55
USDRUB,D,02/11/23,030000,94.001
USDRUB,D,03/11/23,030000,92.8202
USDRUB,D,05/11/23,030000,91.704
USDRUB,D,06/11/23,030000,92.6088
USDRUB,D,07/11/23,030000,92.1005
USDRUB,D,08/11/23,030000,91.822
USDRUB,D,09/11/23,030000,91.679
USDRUB,D,10/11/23,030000,92.251
USDRUB,D,12/11/23,030000,92.251
USDRUB,D,13/11/23,030000,91.9044
USDRUB,D,14/11/23,030000,90.5
USDRUB,D,15/11/23,030000,89.4076
USDRUB,D,16/11/23,030000,89.326
USDRUB,D,17/11/23,030000,89.927
USDRUB,D,19/11/23,030000,88.89
USDRUB,D,20/11/23,030000,88.53
USDRUB,D,21/11/23,030000,88.1933
USDRUB,D,22/11/23,030000,88.3816
USDRUB,D,23/11/23,030000,88.2839
USDRUB,D,24/11/23,030000,89.2945
USDRUB,D,26/11/23,030000,89.476
USDRUB,D,27/11/23,030000,89.0698
USDRUB,D,28/11/23,030000,89.101
USDRUB,D,29/11/23,030000,88.6797
USDRUB,D,30/11/23,030000,90.076
USDRUB,D,01/12/23,030000,90.55
USDRUB,D,03/12/23,030000,90.55
USDRUB,D,04/12/23,030000,91.5165
USDRUB,D,05/12/23,030000,92.5939
USDRUB,D,06/12/23,030000,92.9162
USDRUB,D,07/12/23,030000,92.376
USDRUB,D,08/12/23,030000,91.826
USDRUB,D,10/12/23,030000,91.826
USDRUB,D,11/12/23,030000,91.1138
USDRUB,D,12/12/23,030000,90.2932
USDRUB,D,13/12/23,030000,89.3061
USDRUB,D,14/12/23,030000,89.451
USDRUB,D,15/12/23,030000,90.625
USDRUB,D,17/12/23,030000,90.425
USDRUB,D,18/12/23,030000,90.5204
USDRUB,D,19/12/23,030000,90.4653
USDRUB,D,20/12/23,030000,91.0968
USDRUB,D,21/12/23,030000,92.8924
USDRUB,D,22/12/23,030000,92.1147
USDRUB,D,25/12/23,030000,91.965
USDRUB,D,26/12/23,030000,91.62
USDRUB,D,27/12/23,030000,91.6478
USDRUB,D,28/12/23,030000,88.473
USDRUB,D,29/12/23,030000,89.351
USDRUB,D,31/12/23,030000,89.351
USDRUB,D,01/01/24,030000,89.351
USDRUB,D,02/01/24,030000,90.4273
USDRUB,D,03/01/24,030000,91.9928
USDRUB,D,04/01/24,030000,91.3444
USDRUB,D,05/01/24,030000,90.919
USDRUB,D,08/01/24,030000,90.8969
USDRUB,D,09/01/24,030000,89.5632
USDRUB,D,10/01/24,030000,89.3473
USDRUB,D,11/01/24,030000,88.4907
USDRUB,D,12/01/24,030000,87.938
USDRUB,D,14/01/24,030000,87.938
USDRUB,D,15/01/24,030000,87.7218
USDRUB,D,16/01/24,030000,88.086
USDRUB,D,17/01/24,030000,88.976
USDRUB,D,18/01/24,030000,89.414
USDRUB,D,19/01/24,030000,88.05
USDRUB,D,21/01/24,030000,88.05
USDRUB,D,22/01/24,030000,87.9932
USDRUB,D,23/01/24,030000,88.6173
USDRUB,D,24/01/24,030000,88.7529
USDRUB,D,25/01/24,030000,89.0221
USDRUB,D,26/01/24,030000,89.7408
USDRUB,D,29/01/24,030000,89.2778
USDRUB,D,30/01/24,030000,89.6309
USDRUB,D,31/01/24,030000,89.9626
USDRUB,D,01/02/24,030000,90.4669
USDRUB,D,02/02/24,030000,90.976
USDRUB,D,04/02/24,030000,90.625
USDRUB,D,05/02/24,030000,90.5515
USDRUB,D,06/02/24,030000,90.6761
USDRUB,D,07/02/24,030000,91.5993
USDRUB,D,08/02/24,030000,91.1689
USDRUB,D,09/02/24,030000,91.0008
USDRUB,D,11/02/24,030000,91.351
USDRUB,D,12/02/24,030000,91.2209
USDRUB,D,13/02/24,030000,91.4948
USDRUB,D,14/02/24,030000,91.6443
USDRUB,D,15/02/24,030000,92.387
USDRUB,D,16/02/24,030000,91.992
USDRUB,D,19/02/24,030000,92.3349
USDRUB,D,20/02/24,030000,92.3449
USDRUB,D,21/02/24,030000,92.2952
USDRUB,D,22/02/24,030000,93.043
USDRUB,D,23/02/24,030000,94.726
USDRUB,D,25/02/24,030000,94.726
USDRUB,D,26/02/24,030000,92.346
USDRUB,D,27/02/24,030000,92.0235
USDRUB,D,28/02/24,030000,91.5471
USDRUB,D,29/02/24,030000,91.2587
USDRUB,D,01/03/24,030000,91.677
USDRUB,D,03/03/24,030000,91.677
USDRUB,D,04/03/24,030000,91.471
USDRUB,D,05/03/24,030000,90.9863
USDRUB,D,06/03/24,030000,90.727
USDRUB,D,07/03/24,030000,90.6377
USDRUB,D,08/03/24,030000,90.84
USDRUB,D,10/03/24,030000,90.84
USDRUB,D,11/03/24,030000,90.675
USDRUB,D,12/03/24,030000,91.7511
