<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>
BZ,D,02/02/23,030000,82.1
BZ,D,03/02/23,030000,79.82
BZ,D,05/02/23,030000,80
BZ,D,06/02/23,030000,81.4
BZ,D,07/02/23,030000,84.09
BZ,D,08/02/23,030000,85.02
BZ,D,09/02/23,030000,84.08
BZ,D,10/02/23,030000,86.06
BZ,D,12/02/23,030000,86.02
BZ,D,13/02/23,030000,85.78
BZ,D,14/02/23,030000,85.25
BZ,D,15/02/23,030000,85.28
BZ,D,16/02/23,030000,84.82
BZ,D,17/02/23,030000,83.15
BZ,D,19/02/23,030000,82.86
BZ,D,20/02/23,030000,83.81
BZ,D,21/02/23,030000,82.73
BZ,D,22/02/23,030000,80.47
BZ,D,23/02/23,030000,82.43
BZ,D,24/02/23,030000,82.85
BZ,D,26/02/23,030000,83.09
BZ,D,27/02/23,030000,82.06
BZ,D,28/02/23,030000,83.11
BZ,D,01/03/23,030000,84.43
BZ,D,02/03/23,030000,84.35
BZ,D,03/03/23,030000,86
BZ,D,05/03/23,030000,85.48
BZ,D,06/03/23,030000,86.25
BZ,D,07/03/23,030000,83.08
BZ,D,08/03/23,030000,82.52
BZ,D,09/03/23,030000,81.56
BZ,D,10/03/23,030000,82.64
BZ,D,12/03/23,030000,83.16
BZ,D,13/03/23,030000,80.74
BZ,D,14/03/23,030000,77.61
BZ,D,15/03/23,030000,74.27
BZ,D,16/03/23,030000,74.71
BZ,D,17/03/23,030000,72.47
BZ,D,19/03/23,030000,73.26
BZ,D,20/03/23,030000,73.77
BZ,D,21/03/23,030000,75.07
BZ,D,22/03/23,030000,75.47
BZ,D,23/03/23,030000,75.15
BZ,D,24/03/23,030000,74.61
BZ,D,26/03/23,030000,75
BZ,D,27/03/23,030000,77.76
BZ,D,28/03/23,030000,78.42
BZ,D,29/03/23,030000,77.53
BZ,D,30/03/23,030000,78.56
BZ,D,31/03/23,030000,79.93
BZ,D,02/04/23,030000,84.95
BZ,D,03/04/23,030000,84.78
BZ,D,04/04/23,030000,85.26
BZ,D,05/04/23,030000,84.88
BZ,D,06/04/23,030000,84.94
BZ,D,09/04/23,030000,85.23
BZ,D,10/04/23,030000,84.31
BZ,D,11/04/23,030000,85.62
BZ,D,12/04/23,030000,87.23
BZ,D,13/04/23,030000,86.31
BZ,D,14/04/23,030000,86.63
BZ,D,16/04/23,030000,86.41
BZ,D,17/04/23,030000,84.83
BZ,D,18/04/23,030000,84.87
BZ,D,19/04/23,030000,82.88
BZ,D,20/04/23,030000,80.86
BZ,D,21/04/23,030000,81.88
BZ,D,23/04/23,030000,81.57
BZ,D,24/04/23,030000,82.54
BZ,D,25/04/23,030000,80.76
BZ,D,26/04/23,030000,77.77
BZ,D,27/04/23,030000,78.28
BZ,D,28/04/23,030000,80.34
BZ,D,30/04/23,030000,79.77
BZ,D,01/05/23,030000,79.4
BZ,D,02/05/23,030000,75.23
BZ,D,03/05/23,030000,71.93
BZ,D,04/05/23,030000,72.54
BZ,D,05/05/23,030000,75.31
BZ,D,07/05/23,030000,75.41
BZ,D,08/05/23,030000,76.61
BZ,D,09/05/23,030000,77.28
BZ,D,10/05/23,030000,76.59
BZ,D,11/05/23,030000,75.43
BZ,D,12/05/23,030000,74.22
BZ,D,14/05/23,030000,74.17
BZ,D,15/05/23,030000,75.56
BZ,D,16/05/23,030000,74.75
BZ,D,17/05/23,030000,76.78
BZ,D,18/05/23,030000,75.95
BZ,D,19/05/23,030000,75.79
BZ,D,21/05/23,030000,75.72
BZ,D,22/05/23,030000,75.94
BZ,D,23/05/23,030000,77.5
BZ,D,24/05/23,030000,78.34
BZ,D,25/05/23,030000,76.23
BZ,D,26/05/23,030000,77.09
BZ,D,28/05/23,030000,77.46
BZ,D,29/05/23,030000,77.03
BZ,D,30/05/23,030000,73.69
BZ,D,31/05/23,030000,72.13
BZ,D,01/06/23,030000,74.32
BZ,D,02/06/23,030000,76.29
BZ,D,04/06/23,030000,77.83
BZ,D,05/06/23,030000,76.6
BZ,D,06/06/23,030000,76.12
BZ,D,07/06/23,030000,76.8
BZ,D,08/06/23,030000,75.52
BZ,D,09/06/23,030000,74.97
BZ,D,11/06/23,030000,74.54
BZ,D,12/06/23,030000,72.11
BZ,D,13/06/23,030000,74.19
BZ,D,14/06/23,030000,73.61
BZ,D,15/06/23,030000,75.63
BZ,D,16/06/23,030000,76.56
BZ,D,18/06/23,030000,76.12
BZ,D,19/06/23,030000,76.13
BZ,D,20/06/23,030000,75.42
BZ,D,21/06/23,030000,77.03
BZ,D,22/06/23,030000,74.23
BZ,D,23/06/23,030000,74.14
BZ,D,25/06/23,030000,74.69
BZ,D,26/06/23,030000,74.39
BZ,D,27/06/23,030000,72.69
BZ,D,28/06/23,030000,73.57
BZ,D,29/06/23,030000,74.31
BZ,D,30/06/23,030000,75.19
BZ,D,02/07/23,030000,75.17
BZ,D,03/07/23,030000,74.96
BZ,D,04/07/23,030000,76.12
BZ,D,05/07/23,030000,76.53
BZ,D,06/07/23,030000,76.51
BZ,D,07/07/23,030000,78.3
BZ,D,09/07/23,030000,78.22
BZ,D,10/07/23,030000,77.79
BZ,D,11/07/23,030000,79.35
BZ,D,12/07/23,030000,80.2
BZ,D,13/07/23,030000,81.54
BZ,D,14/07/23,030000,79.66
BZ,D,16/07/23,030000,79.33
BZ,D,17/07/23,030000,78.56
BZ,D,18/07/23,030000,79.82
BZ,D,19/07/23,030000,79.54
BZ,D,20/07/23,030000,79.62
BZ,D,21/07/23,030000,80.86
BZ,D,23/07/23,030000,80.53
BZ,D,24/07/23,030000,82.75
BZ,D,25/07/23,030000,83.2
BZ,D,26/07/23,030000,82.95
BZ,D,27/07/23,030000,83.86
BZ,D,28/07/23,030000,84.92
BZ,D,30/07/23,030000,84.25
BZ,D,31/07/23,030000,85.33
BZ,D,01/08/23,030000,85.68
BZ,D,02/08/23,030000,83.38
BZ,D,03/08/23,030000,85.25
BZ,D,04/08/23,030000,86
BZ,D,06/08/23,030000,86.45
BZ,D,07/08/23,030000,85.91
BZ,D,08/08/23,030000,86.18
BZ,D,09/08/23,030000,87.51
BZ,D,10/08/23,030000,86.33
BZ,D,11/08/23,030000,86.6
BZ,D,13/08/23,030000,86.48
BZ,D,14/08/23,030000,86.19
BZ,D,15/08/23,030000,85.08
BZ,D,16/08/23,030000,83.37
BZ,D,17/08/23,030000,83.72
BZ,D,18/08/23,030000,84.72
BZ,D,20/08/23,030000,84.7
BZ,D,21/08/23,030000,84.59
BZ,D,22/08/23,030000,83.89
BZ,D,23/08/23,030000,83.07
BZ,D,24/08/23,030000,83.23
BZ,D,25/08/23,030000,84.62
BZ,D,27/08/23,030000,84.8
BZ,D,28/08/23,030000,84.42
BZ,D,29/08/23,030000,85.53
BZ,D,30/08/23,030000,85.95
BZ,D,31/08/23,030000,86.82
BZ,D,01/09/23,030000,88.77
BZ,D,03/09/23,030000,88.77
BZ,D,04/09/23,030000,89
BZ,D,05/09/23,030000,90.05
BZ,D,06/09/23,030000,90.63
BZ,D,07/09/23,030000,89.76
BZ,D,08/09/23,030000,90.46
BZ,D,10/09/23,030000,90.34
BZ,D,11/09/23,030000,90.61
BZ,D,12/09/23,030000,91.96
BZ,D,13/09/23,030000,92.19
BZ,D,14/09/23,030000,94.14
BZ,D,15/09/23,030000,94.21
BZ,D,17/09/23,030000,94.04
BZ,D,18/09/23,030000,94.57
BZ,D,19/09/23,030000,94.4
BZ,D,20/09/23,030000,93.2
BZ,D,21/09/23,030000,93.24
BZ,D,22/09/23,030000,93.63
BZ,D,24/09/23,030000,93.91
BZ,D,25/09/23,030000,93.41
BZ,D,26/09/23,030000,94.07
BZ,D,27/09/23,030000,96.71
BZ,D,28/09/23,030000,95.14
BZ,D,29/09/23,030000,92.29
BZ,D,01/10/23,030000,92.47
BZ,D,02/10/23,030000,90.48
BZ,D,03/10/23,030000,91.1
BZ,D,04/10/23,030000,86.09
BZ,D,05/10/23,030000,84.18
BZ,D,06/10/23,030000,84.47
BZ,D,08/10/23,030000,87.37
BZ,D,09/10/23,030000,88.25
BZ,D,10/10/23,030000,87.72
BZ,D,11/10/23,030000,85.54
BZ,D,12/10/23,030000,86.26
BZ,D,13/10/23,030000,90.94
BZ,D,15/10/23,030000,90.81
BZ,D,16/10/23,030000,90.16
BZ,D,17/10/23,030000,90.91
BZ,D,18/10/23,030000,91.41
BZ,D,19/10/23,030000,93.05
BZ,D,20/10/23,030000,92.19
BZ,D,22/10/23,030000,91.8
BZ,D,23/10/23,030000,90.5
BZ,D,24/10/23,030000,88.08
BZ,D,25/10/23,030000,90.13
BZ,D,26/10/23,030000,88.16
BZ,D,27/10/23,030000,90.02
BZ,D,29/10/23,030000,89.49
BZ,D,30/10/23,030000,87.91
BZ,D,31/10/23,030000,85.62
BZ,D,01/11/23,030000,84.9
BZ,D,02/11/23,030000,86.96
BZ,D,03/11/23,030000,85.17
BZ,D,05/11/23,030000,85.26
BZ,D,06/11/23,030000,85.21
BZ,D,07/11/23,030000,81.41
BZ,D,08/11/23,030000,79.71
BZ,D,09/11/23,030000,79.87
BZ,D,10/11/23,030000,81.55
BZ,D,12/11/23,030000,81.19
BZ,D,13/11/23,030000,82.7
BZ,D,14/11/23,030000,82.37
BZ,D,15/11/23,030000,81.07
BZ,D,16/11/23,030000,77.45
BZ,D,17/11/23,030000,80.52
BZ,D,19/11/23,030000,80.83
BZ,D,20/11/23,030000,82.03
BZ,D,21/11/23,030000,82.39
BZ,D,22/11/23,030000,81.66
BZ,D,23/11/23,030000,81.28
BZ,D,24/11/23,030000,80.23
BZ,D,26/11/23,030000,80.76
BZ,D,27/11/23,030000,80.08
BZ,D,28/11/23,030000,81.66
BZ,D,29/11/23,030000,82.9
BZ,D,30/11/23,030000,80.35
BZ,D,01/12/23,030000,79.07
BZ,D,03/12/23,030000,79.59
BZ,D,04/12/23,030000,78.2
BZ,D,05/12/23,030000,77
BZ,D,06/12/23,030000,74.28
BZ,D,07/12/23,030000,74.56
BZ,D,08/12/23,030000,75.8
BZ,D,10/12/23,030000,75.91
BZ,D,11/12/23,030000,76.11
BZ,D,12/12/23,030000,73.32
BZ,D,13/12/23,030000,74.62
BZ,D,14/12/23,030000,76.6
BZ,D,15/12/23,030000,76.64
BZ,D,17/12/23,030000,77.33
BZ,D,18/12/23,030000,78.04
BZ,D,19/12/23,030000,79.27
BZ,D,20/12/23,030000,79.15
BZ,D,21/12/23,030000,79.34
BZ,D,22/12/23,030000,79.19
BZ,D,24/12/23,030000,79.19
BZ,D,25/12/23,030000,79.19
BZ,D,26/12/23,030000,81.01
BZ,D,27/12/23,030000,79.34
BZ,D,28/12/23,030000,77.48
BZ,D,29/12/23,030000,77.08
BZ,D,31/12/23,030000,77.08
BZ,D,01/01/24,030000,77.08
BZ,D,02/01/24,030000,76.04
BZ,D,03/01/24,030000,78.44
BZ,D,04/01/24,030000,77.74
BZ,D,05/01/24,030000,78.75
BZ,D,07/01/24,030000,78.8
BZ,D,08/01/24,030000,76.27
BZ,D,09/01/24,030000,77.49
BZ,D,10/01/24,030000,76.78
BZ,D,11/01/24,030000,78.48
BZ,D,12/01/24,030000,78.45
BZ,D,14/01/24,030000,78.2
BZ,D,15/01/24,030000,78.64
BZ,D,16/01/24,030000,77.9
BZ,D,17/01/24,030000,78.11
BZ,D,18/01/24,030000,78.96
BZ,D,19/01/24,030000,78.85
BZ,D,21/01/24,030000,78.36
BZ,D,22/01/24,030000,79.89
BZ,D,23/01/24,030000,79.73
BZ,D,24/01/24,030000,80.23
BZ,D,25/01/24,030000,82.36
BZ,D,26/01/24,030000,83.58
BZ,D,28/01/24,030000,84.51
BZ,D,29/01/24,030000,82.46
BZ,D,30/01/24,030000,82.75
BZ,D,31/01/24,030000,80.69
BZ,D,01/02/24,030000,78.82
BZ,D,02/02/24,030000,77.24
BZ,D,04/02/24,030000,77.9
BZ,D,05/02/24,030000,77.93
BZ,D,06/02/24,030000,78.77
BZ,D,07/02/24,030000,79.43
BZ,D,08/02/24,030000,81.75
BZ,D,09/02/24,030000,81.93
BZ,D,11/02/24,030000,81.84
BZ,D,12/02/24,030000,82.08
BZ,D,13/02/24,030000,82.66
BZ,D,14/02/24,030000,81.44
BZ,D,15/02/24,030000,82.85
BZ,D,16/02/24,030000,83.37
BZ,D,18/02/24,030000,83.16
BZ,D,19/02/24,030000,83.35
BZ,D,20/02/24,030000,82.56
BZ,D,21/02/24,030000,83.16
BZ,D,22/02/24,030000,83.42
BZ,D,23/02/24,030000,81.71
BZ,D,25/02/24,030000,81.52
BZ,D,26/02/24,030000,82.58
BZ,D,27/02/24,030000,83.13
BZ,D,28/02/24,030000,83.4
BZ,D,29/02/24,030000,82.02
BZ,D,01/03/24,030000,83.49
BZ,D,03/03/24,030000,83.56
BZ,D,04/03/24,030000,82.84
BZ,D,05/03/24,030000,82.08
BZ,D,06/03/24,030000,82.91
BZ,D,07/03/24,030000,83.36
BZ,D,08/03/24,030000,81.94
BZ,D,10/03/24,030000,81.86
BZ,D,11/03/24,030000,82.45
BZ,D,12/03/24,030000,82.36
