<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>
GC,D,14/10/22,070000,1650.2
GC,D,16/10/22,070000,1655.2
GC,D,17/10/22,070000,1657.8
GC,D,18/10/22,070000,1654.2
GC,D,19/10/22,070000,1630.2
GC,D,20/10/22,070000,1625.6
GC,D,21/10/22,070000,1662.5
GC,D,23/10/22,070000,1658.9
GC,D,24/10/22,070000,1655.9
GC,D,25/10/22,070000,1661.3
GC,D,26/10/22,070000,1668.5
GC,D,27/10/22,070000,1668.7
GC,D,28/10/22,070000,1648.3
GC,D,30/10/22,070000,1647.2
GC,D,31/10/22,070000,1640.4
GC,D,01/11/22,070000,1653.8
GC,D,02/11/22,070000,1640
GC,D,03/11/22,070000,1641.3
GC,D,04/11/22,070000,1685.7
GC,D,06/11/22,070000,1675.7
GC,D,07/11/22,080000,1672.7
GC,D,08/11/22,080000,1711.4
GC,D,09/11/22,080000,1712.8
GC,D,10/11/22,080000,1756.1
GC,D,11/11/22,080000,1774.2
GC,D,13/11/22,080000,1764.4
GC,D,14/11/22,080000,1774
GC,D,15/11/22,080000,1775.1
GC,D,16/11/22,080000,1765
GC,D,17/11/22,080000,1764.7
GC,D,18/11/22,080000,1752
GC,D,20/11/22,080000,1747.3
GC,D,21/11/22,080000,1746.1
GC,D,22/11/22,080000,1735.2
GC,D,23/11/22,080000,1756
GC,D,24/11/22,080000,1758.7
GC,D,25/11/22,080000,1755
GC,D,27/11/22,080000,1751.4
GC,D,28/11/22,080000,1752.5
GC,D,29/11/22,080000,1767.8
GC,D,30/11/22,080000,1793.4
GC,D,01/12/22,080000,1811.4
GC,D,02/12/22,080000,1811.4
GC,D,04/12/22,080000,1821.5
GC,D,05/12/22,080000,1784.2
GC,D,06/12/22,080000,1782.5
GC,D,07/12/22,080000,1795.1
GC,D,08/12/22,080000,1807.2
GC,D,09/12/22,080000,1809.4
GC,D,11/12/22,080000,1798.4
GC,D,12/12/22,080000,1793.3
GC,D,13/12/22,080000,1822.1
GC,D,14/12/22,080000,1801.1
GC,D,15/12/22,080000,1788.3
GC,D,16/12/22,080000,1803
GC,D,18/12/22,080000,1802.9
GC,D,19/12/22,080000,1799
GC,D,20/12/22,080000,1824.1
GC,D,21/12/22,080000,1829.1
GC,D,22/12/22,080000,1802.3
GC,D,23/12/22,080000,1806
GC,D,26/12/22,080000,1812.4
GC,D,27/12/22,080000,1819.1
GC,D,28/12/22,080000,1815.7
GC,D,29/12/22,080000,1822.7
GC,D,30/12/22,080000,1830.1
GC,D,02/01/23,080000,1846.9
GC,D,03/01/23,080000,1852.6
GC,D,04/01/23,080000,1857.5
GC,D,05/01/23,080000,1842.6
GC,D,06/01/23,080000,1870.5
GC,D,08/01/23,080000,1881.6
GC,D,09/01/23,080000,1875.4
GC,D,10/01/23,080000,1881.8
GC,D,11/01/23,080000,1887.5
GC,D,12/01/23,080000,1898.7
GC,D,13/01/23,080000,1923
GC,D,15/01/23,080000,1925.2
GC,D,16/01/23,080000,1913.9
GC,D,17/01/23,080000,1901.6
GC,D,18/01/23,080000,1911.3
GC,D,19/01/23,080000,1925.6
GC,D,20/01/23,080000,1927.7
GC,D,22/01/23,080000,1930.9
GC,D,23/01/23,080000,1934
GC,D,24/01/23,080000,1929.8
GC,D,25/01/23,080000,1947
GC,D,26/01/23,080000,1921.8
GC,D,27/01/23,080000,1927.6
GC,D,29/01/23,080000,1932.4
GC,D,30/01/23,080000,1935.4
GC,D,31/01/23,080000,1941.4
GC,D,01/02/23,080000,1968.7
GC,D,02/02/23,080000,1929.9
GC,D,03/02/23,080000,1877.7
GC,D,05/02/23,080000,1891
GC,D,06/02/23,080000,1885.6
GC,D,07/02/23,080000,1889.3
GC,D,08/02/23,080000,1891.1
GC,D,09/02/23,080000,1864.8
GC,D,10/02/23,080000,1876.4
GC,D,12/02/23,080000,1868.7
GC,D,13/02/23,080000,1868.4
GC,D,14/02/23,080000,1858.3
GC,D,15/02/23,080000,1848.9
GC,D,16/02/23,080000,1836
GC,D,17/02/23,080000,1851.3
GC,D,19/02/23,080000,1851.6
GC,D,20/02/23,080000,1848
GC,D,21/02/23,080000,1845
GC,D,22/02/23,080000,1837.6
GC,D,23/02/23,080000,1832.9
GC,D,24/02/23,080000,1818
GC,D,26/02/23,080000,1815.9
GC,D,27/02/23,080000,1821
GC,D,28/02/23,080000,1836.8
GC,D,01/03/23,080000,1840.4
GC,D,02/03/23,080000,1844
GC,D,03/03/23,080000,1862.8
GC,D,05/03/23,080000,1859.7
GC,D,06/03/23,080000,1852.5
GC,D,07/03/23,080000,1815.6
GC,D,08/03/23,080000,1817.8
GC,D,09/03/23,080000,1833.7
GC,D,10/03/23,080000,1872.7
GC,D,12/03/23,080000,1886.7
GC,D,12/03/23,080000,1907.6
GC,D,14/03/23,070000,1907.1
GC,D,15/03/23,070000,1916.8
GC,D,16/03/23,070000,1931.9
GC,D,17/03/23,070000,1993.7
GC,D,19/03/23,070000,1978.3
GC,D,20/03/23,070000,1987.6
GC,D,21/03/23,070000,1942.4
GC,D,22/03/23,070000,1979.4
GC,D,23/03/23,070000,1995.4
GC,D,24/03/23,070000,1981
GC,D,26/03/23,070000,1976.4
GC,D,27/03/23,070000,1960.5
GC,D,28/03/23,070000,1967.5
GC,D,29/03/23,070000,1959.8
GC,D,30/03/23,070000,1998.8
GC,D,31/03/23,070000,1987
GC,D,02/04/23,070000,1968.1
GC,D,03/04/23,070000,1995.4
GC,D,04/04/23,070000,2039.7
GC,D,05/04/23,070000,2027.9
GC,D,06/04/23,070000,2023.7
GC,D,09/04/23,070000,2006.2
GC,D,10/04/23,070000,2012.7
GC,D,11/04/23,070000,2032.1
GC,D,12/04/23,070000,2031.6
GC,D,13/04/23,070000,2059.4
GC,D,14/04/23,070000,2017.7
GC,D,16/04/23,070000,2017.2
GC,D,17/04/23,070000,2012.2
GC,D,18/04/23,070000,2015.9
GC,D,19/04/23,070000,2004.4
GC,D,20/04/23,070000,2013.5
GC,D,21/04/23,070000,1994.1
GC,D,23/04/23,070000,1991
GC,D,24/04/23,070000,2002.8
GC,D,25/04/23,070000,2004.6
GC,D,26/04/23,070000,2008.5
GC,D,27/04/23,070000,1997.6
GC,D,28/04/23,070000,1999.4
GC,D,30/04/23,070000,1992.1
GC,D,01/05/23,070000,1990.6
GC,D,02/05/23,070000,2027.3
GC,D,03/05/23,070000,2049.7
GC,D,04/05/23,070000,2057.9
GC,D,05/05/23,070000,2025.7
GC,D,07/05/23,070000,2030.8
GC,D,08/05/23,070000,2032.3
GC,D,09/05/23,070000,2038.6
GC,D,10/05/23,070000,2038.4
GC,D,11/05/23,070000,2016.5
GC,D,12/05/23,070000,2015.7
GC,D,14/05/23,070000,2018.4
GC,D,15/05/23,070000,2021.3
GC,D,16/05/23,070000,1994.8
GC,D,17/05/23,070000,1984.9
GC,D,18/05/23,070000,1965.5
GC,D,19/05/23,070000,1979.2
GC,D,21/05/23,070000,1979.7
GC,D,22/05/23,070000,1964.6
GC,D,23/05/23,070000,1978.3
GC,D,24/05/23,070000,1957.8
GC,D,25/05/23,070000,1948.4
GC,D,26/05/23,070000,1946.8
GC,D,28/05/23,070000,1963.2
GC,D,29/05/23,070000,1957.3
GC,D,30/05/23,070000,1976.4
GC,D,31/05/23,070000,1981.5
GC,D,01/06/23,070000,1999.6
GC,D,02/06/23,070000,1964.9
GC,D,04/06/23,070000,1962.8
GC,D,05/06/23,070000,1975
GC,D,06/06/23,070000,1979.3
GC,D,07/06/23,070000,1960.7
GC,D,08/06/23,070000,1978.7
GC,D,09/06/23,070000,1975.5
GC,D,11/06/23,070000,1972.7
GC,D,12/06/23,070000,1975.8
GC,D,13/06/23,070000,1962.4
GC,D,14/06/23,070000,1946.8
GC,D,15/06/23,070000,1968.9
GC,D,16/06/23,070000,1969.1
GC,D,18/06/23,070000,1967.7
GC,D,19/06/23,070000,1961.8
GC,D,20/06/23,070000,1947.9
GC,D,21/06/23,070000,1942.6
GC,D,22/06/23,070000,1921.9
GC,D,23/06/23,070000,1929.7
GC,D,25/06/23,070000,1935.2
GC,D,26/06/23,070000,1937.7
GC,D,27/06/23,070000,1924
GC,D,28/06/23,070000,1913.8
GC,D,29/06/23,070000,1916.7
GC,D,30/06/23,070000,1926
GC,D,02/07/23,070000,1926
GC,D,03/07/23,070000,1930.7
GC,D,04/07/23,070000,1932
GC,D,05/07/23,070000,1924.5
GC,D,06/07/23,070000,1916.8
GC,D,07/07/23,070000,1930.5
GC,D,09/07/23,070000,1929.6
GC,D,10/07/23,070000,1932
GC,D,11/07/23,070000,1943.7
GC,D,12/07/23,070000,1965.1
GC,D,13/07/23,070000,1966.6
GC,D,14/07/23,070000,1959.8
GC,D,16/07/23,070000,1955.9
GC,D,17/07/23,070000,1963.1
GC,D,18/07/23,070000,1979.2
GC,D,19/07/23,070000,1987.7
GC,D,20/07/23,070000,1972.1
GC,D,21/07/23,070000,1964.1
GC,D,23/07/23,070000,1961.7
GC,D,24/07/23,070000,1963.2
GC,D,25/07/23,070000,1965.3
GC,D,26/07/23,070000,1978
GC,D,27/07/23,070000,1991.8
GC,D,28/07/23,070000,1997.5
GC,D,30/07/23,070000,1992.5
GC,D,31/07/23,070000,2004
GC,D,01/08/23,070000,1986.2
GC,D,02/08/23,070000,1972.6
GC,D,03/08/23,070000,1970.3
GC,D,04/08/23,070000,1977.1
GC,D,06/08/23,070000,1974
GC,D,07/08/23,070000,1967.8
GC,D,08/08/23,070000,1963.9
GC,D,09/08/23,070000,1951.2
GC,D,10/08/23,070000,1946.6
GC,D,11/08/23,070000,1945.5
GC,D,13/08/23,070000,1944.6
GC,D,14/08/23,070000,1939.4
GC,D,15/08/23,070000,1934.9
GC,D,16/08/23,070000,1922.3
GC,D,17/08/23,070000,1924.1
GC,D,18/08/23,070000,1917.7
GC,D,20/08/23,070000,1920.4
GC,D,21/08/23,070000,1924.7
GC,D,22/08/23,070000,1929.9
GC,D,23/08/23,070000,1948.9
GC,D,24/08/23,070000,1941
GC,D,25/08/23,070000,1941.4
GC,D,27/08/23,070000,1944.1
GC,D,28/08/23,070000,1953.3
GC,D,29/08/23,070000,1964.7
GC,D,30/08/23,070000,1970.4
GC,D,31/08/23,070000,1965.5
GC,D,01/09/23,070000,1966.2
GC,D,03/09/23,070000,1971.1
GC,D,04/09/23,070000,1962.8
GC,D,05/09/23,070000,1951.6
GC,D,06/09/23,070000,1944.2
GC,D,07/09/23,070000,1948.8
GC,D,08/09/23,070000,1942.8
GC,D,10/09/23,070000,1946.5
GC,D,11/09/23,070000,1946.8
GC,D,12/09/23,070000,1931.7
GC,D,13/09/23,070000,1931.1
GC,D,14/09/23,070000,1937.1
GC,D,15/09/23,070000,1944.7
GC,D,17/09/23,070000,1949.8
GC,D,18/09/23,070000,1953.6
GC,D,19/09/23,070000,1951.3
GC,D,20/09/23,070000,1948.3
GC,D,21/09/23,070000,1943.2
GC,D,22/09/23,070000,1944.4
GC,D,24/09/23,070000,1943
GC,D,25/09/23,070000,1932.3
GC,D,26/09/23,070000,1917.9
GC,D,27/09/23,070000,1891.4
GC,D,28/09/23,070000,1880
GC,D,29/09/23,070000,1864.9
GC,D,01/10/23,070000,1859.3
GC,D,02/10/23,070000,1836.1
GC,D,03/10/23,070000,1835.9
GC,D,04/10/23,070000,1842.6
GC,D,05/10/23,070000,1837.8
GC,D,06/10/23,070000,1844
GC,D,08/10/23,070000,1865
GC,D,09/10/23,070000,1875.9
GC,D,10/10/23,070000,1873.4
GC,D,11/10/23,070000,1890.4
GC,D,12/10/23,070000,1886.1
GC,D,13/10/23,070000,1942.5
GC,D,15/10/23,070000,1933.1
GC,D,16/10/23,070000,1929.5
GC,D,17/10/23,070000,1950.3
GC,D,18/10/23,070000,1958.1
GC,D,19/10/23,070000,1989.6
GC,D,20/10/23,070000,1990.8
GC,D,22/10/23,070000,1985
GC,D,23/10/23,070000,1987.9
GC,D,24/10/23,070000,1983.9
GC,D,25/10/23,070000,1997.3
GC,D,26/10/23,070000,1997.8
GC,D,27/10/23,070000,2015.6
GC,D,29/10/23,070000,2011.7
GC,D,30/10/23,070000,2001.5
GC,D,31/10/23,070000,1985.6
GC,D,01/11/23,070000,1993.2
GC,D,02/11/23,070000,1993.1
GC,D,03/11/23,070000,1999.9
GC,D,05/11/23,070000,1990.8
GC,D,06/11/23,080000,1977.9
GC,D,07/11/23,080000,1973.7
GC,D,08/11/23,080000,1954.4
GC,D,09/11/23,080000,1962.6
GC,D,10/11/23,080000,1939.9
GC,D,12/11/23,080000,1939.9
GC,D,13/11/23,080000,1948.5
GC,D,14/11/23,080000,1971.1
GC,D,15/11/23,080000,1965.3
GC,D,16/11/23,080000,1988.6
GC,D,17/11/23,080000,1983.5
GC,D,19/11/23,080000,1983.7
GC,D,20/11/23,080000,1994
GC,D,21/11/23,080000,2000.8
GC,D,22/11/23,080000,1996
GC,D,23/11/23,080000,1994.7
GC,D,24/11/23,080000,2003.7
GC,D,26/11/23,080000,2013.7
GC,D,27/11/23,080000,2015.5
GC,D,28/11/23,080000,2067.4
GC,D,29/11/23,080000,2064.8
GC,D,30/11/23,080000,2059.7
GC,D,01/12/23,080000,2089.3
GC,D,03/12/23,080000,2105.3
GC,D,04/12/23,080000,2050.2
GC,D,05/12/23,080000,2039.6
GC,D,06/12/23,080000,2043
GC,D,07/12/23,080000,2047.8
GC,D,08/12/23,080000,2019
GC,D,10/12/23,080000,2012.4
GC,D,11/12/23,080000,2000.8
GC,D,12/12/23,080000,1993.1
GC,D,13/12/23,080000,2045.8
GC,D,14/12/23,080000,2051
GC,D,15/12/23,080000,2034.7
GC,D,17/12/23,080000,2036.7
GC,D,18/12/23,080000,2037.6
GC,D,19/12/23,080000,2053.7
GC,D,20/12/23,080000,2048
GC,D,21/12/23,080000,2061.1
GC,D,22/12/23,080000,2064.8
GC,D,24/12/23,080000,2064.5
GC,D,25/12/23,080000,2075.1
GC,D,26/12/23,080000,2077.1
GC,D,27/12/23,080000,2096.6
GC,D,28/12/23,080000,2079.2
GC,D,29/12/23,080000,2075.3
GC,D,31/12/23,080000,2071.8
GC,D,01/01/24,080000,2078.6
GC,D,02/01/24,080000,2073
GC,D,03/01/24,080000,2050.3
GC,D,04/01/24,080000,2051.3
GC,D,05/01/24,080000,2051.1
GC,D,07/01/24,080000,2042.3
GC,D,08/01/24,080000,2038.9
GC,D,09/01/24,080000,2035.3
GC,D,10/01/24,080000,2036.1
GC,D,11/01/24,080000,2038.9
GC,D,12/01/24,080000,2051.3
GC,D,14/01/24,080000,2058.2
GC,D,15/01/24,080000,2052.9
GC,D,16/01/24,080000,2028.5
GC,D,17/01/24,080000,2010
GC,D,18/01/24,080000,2022.9
GC,D,19/01/24,080000,2030.6
GC,D,21/01/24,080000,2026.9
GC,D,22/01/24,080000,2029
GC,D,23/01/24,080000,2025.3
GC,D,24/01/24,080000,2015.5
GC,D,25/01/24,080000,2020.9
GC,D,26/01/24,080000,2017.9
GC,D,28/01/24,080000,2025.3
GC,D,29/01/24,080000,2049.5
GC,D,30/01/24,080000,2052.6
GC,D,31/01/24,080000,2063
GC,D,01/02/24,080000,2072.3
GC,D,02/02/24,080000,2054.5
GC,D,04/02/24,080000,2048.2
GC,D,05/02/24,080000,2042.2
GC,D,06/02/24,080000,2051.1
GC,D,07/02/24,080000,2047.4
GC,D,08/02/24,080000,2047.5
GC,D,09/02/24,080000,2040.3
GC,D,11/02/24,080000,2036.9
GC,D,12/02/24,080000,2032.4
GC,D,13/02/24,080000,2005
GC,D,14/02/24,080000,2003.6
GC,D,15/02/24,080000,2015.4
GC,D,16/02/24,080000,2024.2
GC,D,18/02/24,080000,2030.4
GC,D,19/02/24,080000,2030.6
GC,D,20/02/24,080000,2041.7
GC,D,21/02/24,080000,2038.7
GC,D,22/02/24,080000,2035.5
GC,D,23/02/24,080000,2046.9
GC,D,25/02/24,080000,2041.9
GC,D,26/02/24,080000,2043
GC,D,27/02/24,080000,2039
GC,D,28/02/24,080000,2043.5
GC,D,29/02/24,080000,2053.8
GC,D,01/03/24,080000,2093.5
GC,D,03/03/24,080000,2089.4
GC,D,04/03/24,080000,2123.9
GC,D,05/03/24,080000,2134.2
GC,D,06/03/24,080000,2165.5
GC,D,07/03/24,080000,2164.6
GC,D,08/03/24,080000,2183.6
GC,D,10/03/24,080000,2186.1
GC,D,10/03/24,080000,2183.7
GC,D,12/03/24,070000,2164.2
